,abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary,image_url
59,"['Water Absorb', 'Damp', 'Swift Swim']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,50.0,5120.0,70.0,300.0,255,Tadpole Pokémon,40.0,1059860.0,0.6,40.0,Poliwag,50.0,60.0,40.0,40.0,90.0,water,,12.4,1.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/60.png
60,"['Water Absorb', 'Damp', 'Swift Swim']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,65.0,5120.0,70.0,385.0,120,Tadpole Pokémon,65.0,1059860.0,1.0,65.0,Poliwhirl,50.0,61.0,50.0,50.0,90.0,water,,20.0,1.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/61.png
61,"['Water Absorb', 'Damp', 'Swift Swim']",0.5,0.5,1.0,2.0,2.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,1.0,1.0,2.0,0.5,0.5,0.5,95.0,5120.0,70.0,510.0,45,Tadpole Pokémon,95.0,1059860.0,1.3,90.0,Poliwrath,50.0,62.0,70.0,90.0,70.0,water,fighting,54.0,1.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/62.png
62,"['Synchronize', 'Inner Focus', 'Magic Guard']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,20.0,5120.0,70.0,310.0,200,Psi Pokémon,15.0,1059860.0,0.9,25.0,Abra,75.4,63.0,105.0,55.0,90.0,psychic,,19.5,1.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/63.png
63,"['Synchronize', 'Inner Focus', 'Magic Guard']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,35.0,5120.0,70.0,400.0,100,Psi Pokémon,30.0,1059860.0,1.3,40.0,Kadabra,75.4,64.0,120.0,70.0,105.0,psychic,,56.5,1.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/64.png
64,"['Synchronize', 'Inner Focus', 'Magic Guard']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,50.0,5120.0,70.0,600.0,50,Psi Pokémon,65.0,1059860.0,1.5,55.0,Alakazam,75.4,65.0,175.0,105.0,150.0,psychic,,48.0,1.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/65.png
65,"['Guts', 'No Guard', 'Steadfast']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,80.0,5120.0,70.0,305.0,180,Superpower Pokémon,50.0,1059860.0,0.8,70.0,Machop,75.4,66.0,35.0,35.0,35.0,fighting,,19.5,1.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/66.png
66,"['Guts', 'No Guard', 'Steadfast']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,100.0,5120.0,70.0,405.0,90,Superpower Pokémon,70.0,1059860.0,1.5,80.0,Machoke,75.4,67.0,50.0,60.0,45.0,fighting,,70.5,1.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/67.png
67,"['Guts', 'No Guard', 'Steadfast']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,130.0,5120.0,70.0,505.0,45,Superpower Pokémon,80.0,1059860.0,1.6,90.0,Machamp,75.4,68.0,65.0,85.0,55.0,fighting,,130.0,1.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/68.png
68,"['Chlorophyll', 'Gluttony']",1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,75.0,5120.0,70.0,300.0,255,Flower Pokémon,35.0,1059860.0,0.7,50.0,Bellsprout,50.0,69.0,70.0,30.0,40.0,grass,poison,4.0,1.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/69.png
69,"['Chlorophyll', 'Gluttony']",1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,90.0,5120.0,70.0,390.0,120,Flycatcher Pokémon,50.0,1059860.0,1.0,65.0,Weepinbell,50.0,70.0,85.0,45.0,55.0,grass,poison,6.4,1.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/70.png
70,"['Chlorophyll', 'Gluttony']",1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,105.0,5120.0,70.0,490.0,45,Flycatcher Pokémon,65.0,1059860.0,1.7,80.0,Victreebel,50.0,71.0,100.0,70.0,70.0,grass,poison,15.5,1.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/71.png
71,"['Clear Body', 'Liquid Ooze', 'Rain Dish']",0.5,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,0.5,40.0,5120.0,70.0,335.0,190,Jellyfish Pokémon,35.0,1250000.0,0.9,40.0,Tentacool,50.0,72.0,50.0,100.0,70.0,water,poison,45.5,1.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/72.png
72,"['Clear Body', 'Liquid Ooze', 'Rain Dish']",0.5,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,0.5,70.0,5120.0,70.0,515.0,60,Jellyfish Pokémon,65.0,1250000.0,1.6,80.0,Tentacruel,50.0,73.0,80.0,120.0,100.0,water,poison,55.0,1.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/73.png
73,"['Rock Head', 'Sturdy', 'Sand Veil', 'Magnet Pull', 'Sturdy', 'Galvanize']",1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,80.0,3840.0,70.0,300.0,255,Rock Pokémon,100.0,1059860.0,,40.0,Geodude,50.0,74.0,30.0,30.0,20.0,rock,ground,,1.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/74.png
74,"['Rock Head', 'Sturdy', 'Sand Veil', 'Magnet Pull', 'Sturdy', 'Galvanize']",1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,95.0,3840.0,70.0,390.0,120,Rock Pokémon,115.0,1059860.0,,55.0,Graveler,50.0,75.0,45.0,45.0,35.0,rock,ground,,1.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/75.png
75,"['Rock Head', 'Sturdy', 'Sand Veil', 'Magnet Pull', 'Sturdy', 'Galvanize']",1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,120.0,3840.0,70.0,495.0,45,Megaton Pokémon,130.0,1059860.0,,80.0,Golem,50.0,76.0,55.0,65.0,45.0,rock,ground,,1.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/76.png
76,"['Run Away', 'Flash Fire', 'Flame Body']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,85.0,5120.0,70.0,410.0,190,Fire Horse Pokémon,55.0,1000000.0,1.0,50.0,Ponyta,50.0,77.0,65.0,65.0,90.0,fire,,30.0,1.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/77.png
77,"['Run Away', 'Flash Fire', 'Flame Body']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,100.0,5120.0,70.0,500.0,60,Fire Horse Pokémon,70.0,1000000.0,1.7,65.0,Rapidash,50.0,78.0,80.0,80.0,105.0,fire,,95.0,1.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/78.png
78,"['Oblivious', 'Own Tempo', 'Regenerator']",2.0,2.0,1.0,2.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,65.0,5120.0,70.0,315.0,190,Dopey Pokémon,65.0,1000000.0,1.2,90.0,Slowpoke,50.0,79.0,40.0,40.0,15.0,water,psychic,36.0,1.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/79.png
79,"['Oblivious', 'Own Tempo', 'Regenerator']",2.0,2.0,1.0,2.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,75.0,5120.0,70.0,590.0,75,Hermit Crab Pokémon,180.0,1000000.0,1.6,95.0,Slowbro,50.0,80.0,130.0,80.0,30.0,water,psychic,78.5,1.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/80.png
80,"['Magnet Pull', 'Sturdy', 'Analytic']",0.5,1.0,0.5,0.5,0.5,2.0,2.0,0.25,1.0,0.5,4.0,0.5,0.5,0.0,0.5,0.5,0.25,1.0,35.0,5120.0,70.0,325.0,190,Magnet Pokémon,70.0,1000000.0,0.3,25.0,Magnemite,,81.0,95.0,55.0,45.0,electric,steel,6.0,1.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/81.png
81,"['Magnet Pull', 'Sturdy', 'Analytic']",0.5,1.0,0.5,0.5,0.5,2.0,2.0,0.25,1.0,0.5,4.0,0.5,0.5,0.0,0.5,0.5,0.25,1.0,60.0,5120.0,70.0,465.0,60,Magnet Pokémon,95.0,1000000.0,1.0,50.0,Magneton,,82.0,120.0,70.0,70.0,electric,steel,60.0,1.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/82.png
82,"['Keen Eye', 'Inner Focus', 'Defiant']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,90.0,5120.0,70.0,377.0,45,Wild Duck Pokémon,55.0,1000000.0,0.8,52.0,Farfetch'd,50.0,83.0,58.0,62.0,60.0,normal,flying,15.0,1.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/83.png
83,"['Run Away', 'Early Bird', 'Tangled Feet']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,85.0,5120.0,70.0,310.0,190,Twin Bird Pokémon,45.0,1000000.0,1.4,35.0,Doduo,50.0,84.0,35.0,35.0,75.0,normal,flying,39.2,1.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/84.png
84,"['Run Away', 'Early Bird', 'Tangled Feet']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,110.0,5120.0,70.0,470.0,45,Triple Bird Pokémon,70.0,1000000.0,1.8,60.0,Dodrio,50.0,85.0,60.0,60.0,110.0,normal,flying,85.2,1.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/85.png
85,"['Thick Fat', 'Hydration', 'Ice Body']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,45.0,5120.0,70.0,325.0,190,Sea Lion Pokémon,55.0,1000000.0,1.1,65.0,Seel,50.0,86.0,45.0,70.0,45.0,water,,90.0,1.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/86.png
86,"['Thick Fat', 'Hydration', 'Ice Body']",1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,70.0,5120.0,70.0,475.0,75,Sea Lion Pokémon,80.0,1000000.0,1.7,90.0,Dewgong,50.0,87.0,70.0,95.0,70.0,water,ice,120.0,1.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/87.png
87,"['Stench', 'Sticky Hold', 'Poison Touch', 'Poison Touch', 'Gluttony', 'Power of Alchemy']",0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,80.0,5120.0,70.0,325.0,190,Sludge Pokémon,50.0,1000000.0,,80.0,Grimer,50.0,88.0,40.0,50.0,25.0,poison,poison,,1.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/88.png
88,"['Stench', 'Sticky Hold', 'Poison Touch', 'Poison Touch', 'Gluttony', 'Power of Alchemy']",0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,105.0,5120.0,70.0,500.0,75,Sludge Pokémon,75.0,1000000.0,,105.0,Muk,50.0,89.0,65.0,100.0,50.0,poison,poison,,1.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/89.png
89,"['Shell Armor', 'Skill Link', 'Overcoat']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,65.0,5120.0,70.0,305.0,190,Bivalve Pokémon,100.0,1250000.0,0.3,30.0,Shellder,50.0,90.0,45.0,25.0,40.0,water,,4.0,1.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/90.png
90,"['Shell Armor', 'Skill Link', 'Overcoat']",1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,95.0,5120.0,70.0,525.0,60,Bivalve Pokémon,180.0,1250000.0,1.5,50.0,Cloyster,50.0,91.0,85.0,45.0,70.0,water,ice,132.5,1.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/91.png
91,['Levitate'],0.25,2.0,1.0,1.0,0.5,0.0,1.0,1.0,2.0,0.5,2.0,1.0,0.0,0.25,2.0,1.0,1.0,1.0,35.0,5120.0,70.0,310.0,190,Gas Pokémon,30.0,1059860.0,1.3,30.0,Gastly,50.0,92.0,100.0,35.0,80.0,ghost,poison,0.1,1.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/92.png
92,['Levitate'],0.25,2.0,1.0,1.0,0.5,0.0,1.0,1.0,2.0,0.5,2.0,1.0,0.0,0.25,2.0,1.0,1.0,1.0,50.0,5120.0,70.0,405.0,90,Gas Pokémon,45.0,1059860.0,1.6,45.0,Haunter,50.0,93.0,115.0,55.0,95.0,ghost,poison,0.1,1.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/93.png
93,['Cursed Body'],0.25,2.0,1.0,1.0,0.5,0.0,1.0,1.0,2.0,0.5,2.0,1.0,0.0,0.25,2.0,1.0,1.0,1.0,65.0,5120.0,70.0,600.0,45,Shadow Pokémon,80.0,1059860.0,1.5,60.0,Gengar,50.0,94.0,170.0,95.0,130.0,ghost,poison,40.5,1.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/94.png
94,"['Rock Head', 'Sturdy', 'Weak Armor']",1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,45.0,6400.0,70.0,385.0,45,Rock Snake Pokémon,160.0,1000000.0,8.8,35.0,Onix,50.0,95.0,30.0,45.0,70.0,rock,ground,210.0,1.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/95.png
95,"['Insomnia', 'Forewarn', 'Inner Focus']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,48.0,5120.0,70.0,328.0,190,Hypnosis Pokémon,45.0,1000000.0,1.0,60.0,Drowzee,50.0,96.0,43.0,90.0,42.0,psychic,,32.4,1.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/96.png
96,"['Insomnia', 'Forewarn', 'Inner Focus']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,73.0,5120.0,70.0,483.0,75,Hypnosis Pokémon,70.0,1000000.0,1.6,85.0,Hypno,50.0,97.0,73.0,115.0,67.0,psychic,,75.6,1.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/97.png
97,"['Hyper Cutter', 'Shell Armor', 'Sheer Force']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,105.0,5120.0,70.0,325.0,225,River Crab Pokémon,90.0,1000000.0,0.4,30.0,Krabby,50.0,98.0,25.0,25.0,50.0,water,,6.5,1.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/98.png
98,"['Hyper Cutter', 'Shell Armor', 'Sheer Force']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,130.0,5120.0,70.0,475.0,60,Pincer Pokémon,115.0,1000000.0,1.3,55.0,Kingler,50.0,99.0,50.0,50.0,75.0,water,,60.0,1.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/99.png
99,"['Soundproof', 'Static', 'Aftermath']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,30.0,5120.0,70.0,330.0,190,Ball Pokémon,50.0,1000000.0,0.5,40.0,Voltorb,,100.0,55.0,55.0,100.0,electric,,10.4,1.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/100.png
100,"['Soundproof', 'Static', 'Aftermath']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,50.0,5120.0,70.0,490.0,60,Ball Pokémon,70.0,1000000.0,1.2,60.0,Electrode,,101.0,80.0,80.0,150.0,electric,,66.6,1.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/101.png
101,"['Chlorophyll', 'Harvest']",4.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,0.5,40.0,5120.0,70.0,325.0,90,Egg Pokémon,80.0,1250000.0,0.4,60.0,Exeggcute,50.0,102.0,60.0,45.0,40.0,grass,psychic,2.5,1.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/102.png
102,"['Chlorophyll', 'Harvest', 'Frisk', 'Harvest']",4.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,0.5,105.0,5120.0,70.0,530.0,45,Coconut Pokémon,85.0,1250000.0,,95.0,Exeggutor,50.0,103.0,125.0,75.0,45.0,grass,psychic,,1.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/103.png
103,"['Rock Head', 'Lightningrod', 'Battle Armor']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,50.0,5120.0,70.0,320.0,190,Lonely Pokémon,95.0,1000000.0,0.4,50.0,Cubone,50.0,104.0,40.0,50.0,35.0,ground,,6.5,1.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/104.png
104,"['Rock Head', 'Lightningrod', 'Battle Armor', 'Cursed Body', 'Lightningrod', 'Rock Head']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,80.0,5120.0,70.0,425.0,75,Bone Keeper Pokémon,110.0,1000000.0,,60.0,Marowak,50.0,105.0,50.0,80.0,45.0,ground,fire,,1.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/105.png
105,"['Limber', 'Reckless', 'Unburden']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,120.0,6400.0,70.0,455.0,45,Kicking Pokémon,53.0,1000000.0,1.5,50.0,Hitmonlee,100.0,106.0,35.0,110.0,87.0,fighting,,49.8,1.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/106.png
106,"['Keen Eye', 'Iron Fist', 'Inner Focus']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,105.0,6400.0,70.0,455.0,45,Punching Pokémon,79.0,1000000.0,1.4,50.0,Hitmonchan,100.0,107.0,35.0,110.0,76.0,fighting,,50.2,1.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/107.png
107,"['Own Tempo', 'Oblivious', 'Cloud Nine']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,55.0,5120.0,70.0,385.0,45,Licking Pokémon,75.0,1000000.0,1.2,90.0,Lickitung,50.0,108.0,60.0,75.0,30.0,normal,,65.5,1.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/108.png
108,['Levitate'],0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,65.0,5120.0,70.0,340.0,190,Poison Gas Pokémon,95.0,1000000.0,0.6,40.0,Koffing,50.0,109.0,60.0,45.0,35.0,poison,,1.0,1.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/109.png
109,['Levitate'],0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,90.0,5120.0,70.0,490.0,60,Poison Gas Pokémon,120.0,1000000.0,1.2,65.0,Weezing,50.0,110.0,85.0,70.0,60.0,poison,,9.5,1.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/110.png
110,"['Lightningrod', 'Rock Head', 'Reckless']",1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,85.0,5120.0,70.0,345.0,120,Spikes Pokémon,95.0,1250000.0,1.0,80.0,Rhyhorn,50.0,111.0,30.0,30.0,25.0,ground,rock,115.0,1.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/111.png
111,"['Lightningrod', 'Rock Head', 'Reckless']",1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,130.0,5120.0,70.0,485.0,60,Drill Pokémon,120.0,1250000.0,1.9,105.0,Rhydon,50.0,112.0,45.0,45.0,40.0,ground,rock,120.0,1.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/112.png
112,"['Natural Cure', 'Serene Grace', 'Healer']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,10240.0,140.0,450.0,30,Egg Pokémon,5.0,800000.0,1.1,250.0,Chansey,0.0,113.0,35.0,105.0,50.0,normal,,34.6,1.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/113.png
113,"['Chlorophyll', 'Leaf Guard', 'Regenerator']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,55.0,5120.0,70.0,435.0,45,Vine Pokémon,115.0,1000000.0,1.0,65.0,Tangela,50.0,114.0,100.0,40.0,60.0,grass,,35.0,1.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/114.png
114,"['Early Bird', 'Scrappy', 'Inner Focus']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,125.0,5120.0,70.0,590.0,45,Parent Pokémon,100.0,1000000.0,2.2,105.0,Kangaskhan,0.0,115.0,60.0,100.0,100.0,normal,,80.0,1.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/115.png
115,"['Swift Swim', 'Sniper', 'Damp']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,40.0,5120.0,70.0,295.0,225,Dragon Pokémon,70.0,1000000.0,0.4,30.0,Horsea,50.0,116.0,70.0,25.0,60.0,water,,8.0,1.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/116.png
116,"['Poison Point', 'Sniper', 'Damp']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,65.0,5120.0,70.0,440.0,75,Dragon Pokémon,95.0,1000000.0,1.2,55.0,Seadra,50.0,117.0,95.0,45.0,85.0,water,,25.0,1.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/117.png
117,"['Swift Swim', 'Water Veil', 'Lightningrod']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,67.0,5120.0,70.0,320.0,225,Goldfish Pokémon,60.0,1000000.0,0.6,45.0,Goldeen,50.0,118.0,35.0,50.0,63.0,water,,15.0,1.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/118.png
118,"['Swift Swim', 'Water Veil', 'Lightningrod']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,92.0,5120.0,70.0,450.0,60,Goldfish Pokémon,65.0,1000000.0,1.3,80.0,Seaking,50.0,119.0,65.0,80.0,68.0,water,,39.0,1.0,0.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/119.png
